262.0000,94.0000,16.0000,26.0000
260.7596,91.7124,16.3200,26.5200
260.2744,90.9358,16.3200,26.5200
259.7646,90.4994,15.6863,25.4902
258.5523,89.2164,16.3200,26.5200
257.0496,87.7628,16.9793,27.5914
255.2373,86.8148,16.6464,27.0504
253.2925,85.0620,16.6464,27.0504
252.4919,83.9717,16.3200,26.5200
250.6318,79.9174,16.9793,27.5914
249.4483,77.3190,17.6653,28.7061
247.8655,75.0568,18.3790,29.8658
245.9610,73.0925,18.3790,29.8658
245.7451,73.1303,17.6653,28.7061
243.0023,70.5660,18.3790,29.8658
241.8983,68.9202,19.1215,31.0724
240.2367,66.9037,19.1215,31.0724
239.5782,65.8671,19.8940,32.3277
237.6795,64.4002,19.5039,31.6939
236.3483,63.5676,19.5039,31.6939
233.6634,62.3525,19.5039,31.6939
231.4716,60.3625,20.2919,32.9743
229.4291,58.7927,21.1117,34.3064
228.3110,57.6981,20.6977,33.6338
227.8570,55.4811,21.5339,34.9926
227.6329,54.5042,20.6977,33.6338
227.4135,52.5195,21.1117,34.3064
226.8634,51.0411,21.5339,34.9926
225.7643,48.6779,20.6977,33.6338
224.9869,47.5211,21.5339,34.9926
222.3259,44.3792,21.9646,35.6924
220.8648,42.4634,22.8519,37.1344
219.0054,40.1843,21.9646,35.6924
217.6055,38.3525,22.8519,37.1344
216.1068,36.2523,23.7752,38.6346
214.1958,33.0809,24.7357,40.1955
213.1890,31.9543,24.2507,39.4073
211.7657,29.5247,24.7357,40.1955
210.1665,27.4307,25.7350,41.8194
206.8636,24.7553,26.2497,42.6558
205.8014,24.2360,25.7350,41.8194
203.2178,21.7518,26.7747,43.5089
202.4767,21.1840,26.7747,43.5089
202.0442,20.4530,27.3102,44.3790
200.7446,18.3206,28.4135,46.1720
201.4630,18.1640,27.3102,44.3790
200.8691,16.1199,28.4135,46.1720
202.5996,17.1341,27.3102,44.3790
203.4939,16.5893,27.8564,45.2666
203.6548,15.2219,28.9818,47.0954
205.6789,16.5973,28.4135,46.1720
206.0871,16.6283,28.4135,46.1720
206.6745,16.1871,28.9818,47.0954
207.2563,16.0015,28.9818,47.0954
209.4584,15.0355,29.5614,48.0373
210.0554,14.2039,30.1526,48.9981
209.6527,10.1282,31.3708,50.9776
212.0428,9.9860,30.1526,48.9981
213.0044,8.3726,30.7557,49.9780
213.9742,5.0403,31.9982,51.9971
216.4425,5.1215,33.2910,54.0978
217.2296,6.2657,34.6359,56.2834
220.1421,13.9994,33.2910,54.0978
229.3998,38.3226,32.6382,53.0371
233.0734,45.9910,32.6382,53.0371
243.8432,63.7826,31.3708,50.9776
262.3564,60.0075,31.9982,51.9971
272.1748,47.1621,31.3708,50.9776
276.5085,33.2892,32.6382,53.0371
294.1912,3.7285,32.6382,53.0371
307.0916,-21.8157,31.3708,50.9776
315.5665,-22.5084,30.7557,49.9780
325.1733,-30.9170,31.9982,51.9971
341.2340,-27.2880,30.7557,49.9780
354.3384,-25.0004,29.5614,48.0373
359.1385,-29.6355,30.1526,48.9981
361.1336,-30.1910,30.1526,48.9981
363.3307,-29.2737,31.3708,50.9776
372.3124,-19.1438,30.7557,49.9780
377.3383,-8.0286,29.5614,48.0373
374.4446,12.3971,30.1526,48.9981
378.8612,40.5686,29.5614,48.0373
381.2857,51.3595,30.1526,48.9981
387.0913,56.8379,31.3708,50.9776
390.0279,56.1288,32.6382,53.0371
393.8300,51.9360,33.9568,55.1798
396.2072,48.0786,35.3286,57.4090
401.8714,41.2423,35.3286,57.4090
401.9600,37.8016,36.7559,59.7284
403.2807,31.4692,38.2409,62.1414
404.6272,29.8380,37.4910,60.9229
406.2625,29.2588,37.4910,60.9229
407.5648,29.5274,38.2409,62.1414
407.9669,29.8767,37.4910,60.9229
406.9734,29.2673,39.0057,63.3842
408.6574,31.8232,37.4910,60.9229
408.7065,32.2414,37.4910,60.9229
407.9839,32.3970,37.4910,60.9229
407.1746,32.5410,37.4910,60.9229
405.5391,32.6400,38.2409,62.1414
404.2265,31.2282,39.0057,63.3842
403.5818,31.3042,39.0057,63.3842
404.2716,32.9280,37.4910,60.9229
403.2823,34.5423,37.4910,60.9229
401.9589,35.8786,36.7559,59.7284
397.3179,38.6413,36.7559,59.7284
396.7083,38.1774,38.2409,62.1414
396.6659,38.5783,37.4910,60.9229
396.6233,40.1288,36.7559,59.7284
397.1152,41.5667,36.7559,59.7284
398.3598,46.3633,35.3286,57.4090
399.0235,48.5497,33.9568,55.1798
398.7279,49.5487,33.9568,55.1798
398.4757,52.8312,32.6382,53.0371
397.2337,52.6966,33.9568,55.1798
395.8298,53.5799,33.9568,55.1798
395.6659,55.1867,32.6382,53.0371
393.6125,54.6523,33.9568,55.1798
392.4899,54.7516,33.9568,55.1798
390.9241,56.8133,32.6382,53.0371
389.0151,56.0934,33.9568,55.1798
387.3402,58.1470,32.6382,53.0371
386.4175,58.5816,32.6382,53.0371
385.2722,59.9513,31.9982,51.9971
384.5928,58.7256,33.2910,54.0978
384.4929,59.6739,32.6382,53.0371
384.4114,61.1635,31.9982,51.9971
384.4063,62.3233,31.3708,50.9776
384.3577,64.5330,30.7557,49.9780
383.7442,65.5552,30.1526,48.9981
382.5095,66.4301,30.1526,48.9981
381.1051,66.3155,30.7557,49.9780
380.1180,67.4693,30.1526,48.9981
378.4180,69.0417,28.9818,47.0954
377.4923,69.1002,30.1526,48.9981
376.0144,70.4803,28.9818,47.0954
375.4491,70.9553,29.5614,48.0373
374.4058,72.2592,28.4135,46.1720
373.7415,72.5467,28.4135,46.1720
373.4595,74.0896,27.8564,45.2666
373.0572,74.3855,27.8564,45.2666
372.3043,74.4960,27.8564,45.2666
