302.0000,135.0000,67.0000,81.0000
299.3297,135.4288,69.7068,84.2724
294.6598,138.6120,72.5230,87.6770
292.3352,139.9157,75.4529,91.2192
296.2084,143.8966,72.5230,87.6770
296.7570,144.0438,75.4529,91.2192
302.8329,144.6571,73.9734,89.4305
306.7523,145.4658,71.1009,85.9578
305.2199,144.4233,73.9734,89.4305
301.5902,144.3564,76.9619,93.0435
301.2859,143.4616,80.0712,96.8025
304.7726,141.5654,83.3061,100.7133
311.9036,137.7460,81.6726,98.7385
318.6159,133.5056,80.0712,96.8025
323.9707,129.2200,80.0712,96.8025
328.6357,127.8699,78.5012,94.9044
327.5047,125.2324,81.6726,98.7385
325.1884,123.7060,84.9722,102.7276
327.4898,121.8430,83.3061,100.7133
330.7306,117.8395,80.0712,96.8025
335.6008,111.7306,83.3061,100.7133
342.9812,108.6454,81.6726,98.7385
347.9101,106.4007,81.6726,98.7385
353.6919,106.5996,80.0712,96.8025
363.3762,112.5182,81.6726,98.7385
371.8168,123.5152,81.6726,98.7385
373.4560,122.4651,84.9722,102.7276
366.9785,112.2397,88.4051,106.8778
356.9604,100.6077,86.6716,104.7821
348.8402,87.9198,84.9722,102.7276
341.9069,84.0395,81.6726,98.7385
337.2250,81.6876,78.5012,94.9044
336.1391,80.4468,78.5012,94.9044
335.8747,83.2883,78.5012,94.9044
339.2024,89.7004,80.0712,96.8025
350.2774,104.0229,83.3061,100.7133
361.6358,118.2698,84.9722,102.7276
370.6846,127.8808,84.9722,102.7276
369.0998,126.2526,86.6716,104.7821
362.4008,111.7216,88.4051,106.8778
357.0403,97.8137,90.1732,109.0153
354.9890,89.5077,86.6716,104.7821
354.3037,85.7689,84.9722,102.7276
355.9944,85.2187,81.6726,98.7385
355.4426,85.7054,81.6726,98.7385
356.1070,90.6346,84.9722,102.7276
364.2309,101.5696,83.3061,100.7133
370.7262,120.5214,81.6726,98.7385
373.4540,137.6556,84.9722,102.7276
372.8841,141.8190,88.4051,106.8778
363.8956,128.2619,91.9766,111.1956
360.4883,118.7999,88.4051,106.8778
356.8963,114.2999,84.9722,102.7276
355.1420,109.4332,81.6726,98.7385
350.3462,112.5423,81.6726,98.7385
349.6847,115.5608,80.0712,96.8025
349.2112,126.2230,78.5012,94.9044
347.2048,140.0381,81.6726,98.7385
345.4717,153.0068,84.9722,102.7276
346.3635,174.3836,86.6716,104.7821
336.6976,170.9808,84.9722,102.7276
322.8368,148.3633,86.6716,104.7821
315.4107,132.8256,83.3061,100.7133
310.1741,127.5384,80.0712,96.8025
305.7511,124.1597,78.5012,94.9044
301.8238,126.5530,75.4529,91.2192
301.5622,129.8606,73.9734,89.4305
302.0635,135.4515,71.1009,85.9578
298.6485,142.6326,72.5230,87.6770
298.2137,156.6780,71.1009,85.9578
297.9615,175.1169,69.7068,84.2724
298.6831,190.7354,72.5230,87.6770
292.6156,189.7320,72.5230,87.6770
277.8962,173.0338,75.4529,91.2192
