130.0000,132.0000,31.0000,115.0000
129.3439,131.3560,31.0000,115.0000
129.7414,132.1913,30.3922,112.7451
129.1146,131.1909,31.0000,115.0000
128.9661,130.8701,31.0000,115.0000
128.9228,129.7634,31.6200,117.3000
129.0323,129.1035,31.6200,117.3000
128.6347,128.4021,31.0000,115.0000
128.6108,126.8854,31.6200,117.3000
128.4401,126.6524,31.6200,117.3000
128.0650,126.5831,31.6200,117.3000
127.7826,126.6048,31.6200,117.3000
127.2087,127.0329,31.6200,117.3000
126.5752,127.4724,31.6200,117.3000
126.6429,127.1209,31.6200,117.3000
125.3708,126.2309,31.6200,117.3000
125.0161,125.0951,31.6200,117.3000
124.8858,124.1764,31.6200,117.3000
124.0346,122.0725,32.2524,119.6460
123.7603,122.1316,31.0000,115.0000
123.4786,121.1445,31.0000,115.0000
124.7499,122.9639,29.7962,110.5344
124.3261,122.6410,29.7962,110.5344
124.6087,123.5380,29.2120,108.3671
124.6233,123.3360,29.2120,108.3671
124.6837,123.0697,29.2120,108.3671
124.4499,122.7611,28.6392,106.2422
124.6128,121.6856,29.2120,108.3671
124.4205,120.2004,29.7962,110.5344
123.1085,117.0821,31.0000,115.0000
124.3673,118.6940,29.7962,110.5344
124.5185,118.4977,29.7962,110.5344
123.9960,118.2892,29.7962,110.5344
123.8297,118.5050,29.7962,110.5344
123.6296,118.3934,29.7962,110.5344
123.2255,118.4597,29.7962,110.5344
122.8885,118.0996,29.7962,110.5344
122.2146,117.3703,29.7962,110.5344
121.7240,116.4947,29.7962,110.5344
121.9744,116.3668,29.2120,108.3671
121.4420,114.4926,29.7962,110.5344
121.5294,114.4614,29.2120,108.3671
121.2709,113.5531,29.7962,110.5344
121.7124,114.0500,29.2120,108.3671
121.6527,114.5416,28.6392,106.2422
122.6695,115.7363,28.0777,104.1590
122.5584,115.6601,28.0777,104.1590
122.8612,115.6029,28.0777,104.1590
122.9469,115.2837,28.0777,104.1590
122.9736,114.5342,28.0777,104.1590
122.1954,111.8796,29.2120,108.3671
122.0853,110.5536,29.2120,108.3671
122.2179,110.0075,29.2120,108.3671
122.6907,111.2465,28.0777,104.1590
122.6723,111.3456,28.0777,104.1590
122.3667,111.1919,28.0777,104.1590
122.0856,111.4155,28.0777,104.1590
121.5031,111.6017,28.0777,104.1590
120.3980,109.6446,29.2120,108.3671
120.1298,109.0508,29.2120,108.3671
120.3739,109.5271,28.0777,104.1590
119.6455,107.4735,29.2120,108.3671
120.1056,107.2830,28.0777,104.1590
